ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min,Timestamp
Caleb Porter,SJ,M,4,1,0,0,0,0,0,1999
Tim Weaver,SJ,D,1,1,0,0,0,0,0,1999
Jeff Zaun,CHI,D,1,1,0,0,0,0,0,1999
Ubusuku Abukusumo,CLB,D,3,1,0,0,0,0,0,1999
Imad Baba,NE,M,2,2,0,0,0,0,0,1999
Alen Kozic,MIA,M,4,1,0,0,0,0,0,1999
Alan Prampin,TB,F,4,1,0,0,0,0,0,1999
Scott Uderitz,KC,D,2,2,0,0,0,0,0,1999
Paul Wright,KC,F,6,1,0,0,0,0,0,1999
Judah Cooks,DC,M,6,1,0,0,0,0,0,1999
Jason Boyce,MIA,F,4,1,0,0,0,0,0,1999
Tony Soto,KC,D,4,3,0,0,0,0,0,1999
Seth George,LA,F,9,1,0,0,0,0,0,1999
Kirk Wilson,DAL,M,5,2,0,0,0,0,0,1999
Matt Chulis,CLB,D,4,3,0,0,0,0,0,1999
Pete Marino,TB,F,15,0,0,0,0,0,0,1999
Dema Kovalenko,CHI,M,11,1,0,0,0,0,0,1999
Nino Da Silva,KC,F,8,3,0,0,0,0,0,1999
Francisco Gomez,KC,M,7,4,0,0,0,0,0,1999
Refik Sabanadzovic,KC,M,6,6,0,0,0,0,0,1999
John Ball,CHI,M,9,4,0,0,0,0,0,1999
Tony Kuhn,MIA,F,16,4,0,0,0,0,0,1999
Saul Martinez,MIA,F,15,4,0,0,0,0,0,1999
Darren Sawatzky,COL,F,14,5,0,0,0,0,0,1999
Jan Eriksson,TB,D,6,6,0,0,0,0,0,1999
Wade Webber,MIA,D,7,5,0,0,0,0,0,1999
Paulo Dos Santos,NE,M,16,4,0,0,0,0,0,1999
Joseph Addo,TB,D,8,8,0,0,0,0,0,1999
Ryan Tinsley,CHI,D,13,7,0,0,0,0,0,1999
Kevin Knight,MET,D,11,8,0,0,0,0,0,1999
Chris Martinez,COL,D,16,8,0,0,0,0,0,1999
Tahj Jakins,COL,D,19,9,0,0,0,0,0,1999
Richard Goulooze,NE,D,11,9,0,0,0,0,0,1999
Daniel Hernandez,LA,M,14,9,0,0,0,0,0,1999
Mauricio Solis,SJ,M,12,12,0,0,0,0,0,1999
Mike Duhaney,MET,D,19,13,0,0,0,0,0,1999
R.T. Moore,TB,D,17,12,0,0,0,0,0,1999
Vicente Figueroa,KC,D,22,14,0,0,0,0,0,1999
Jeremy Aldrich,MIA,D,18,14,0,0,0,0,0,1999
Arley Palacios,MET,D,17,16,0,0,0,0,0,1999
Eric Dade,DAL,D,24,19,0,0,0,0,0,1999
Eddie Pope,DC,D,19,18,0,0,0,0,0,1999
Josh Keller,CHI,M,21,19,0,0,0,0,0,1999
Sean Bowers,KC,D,25,20,0,0,0,0,0,1999
Jamie Clark,SJ,D,26,22,0,0,0,0,0,1999
Dan Calichman,NE,D,25,25,0,0,0,0,0,1999
Mark Semioli,MET,D,24,24,0,0,0,0,0,1999
Francis Okaroh,CHI,D,26,26,0,0,0,0,0,1999
Leo Cullen,MIA,M,30,30,0,0,0,0,0,1999
Billy Walsh,MET,M,30,30,0,0,0,0,0,1999
