ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A.90min,Timestamp
Marcos Romaneiro,NE,4,0,0,0,0,0,0,0,2005
Andy Rosenband,CHI,4,0,0,0,0,0,0,0,2005
John Minagawa-Webster,KC,4,0,0,0,0,0,0,0,2005
Pat McGinnis,KC,6,0,0,0,0,0,0,0,2005
Douglas Lascody,KC,4,0,0,0,0,0,0,0,2005
Tim Lawson,DC,4,0,0,0,0,0,0,0,2005
Mario Torres,DAL,4,0,0,0,0,0,0,0,2005
Nick Van Sicklen,DC,4,0,0,0,0,0,0,0,2005
DeMetrius White,CHI,4,0,0,0,0,0,0,0,2005
Easton Wilson,NE,4,0,0,0,0,0,0,0,2005
Alex Woods,DAL,5,0,0,0,0,0,0,0,2005
Jason Thompson,DC,6,1,0,0,0,0,0,0,2005
Jeff Larentowicz,ATL,4,1,0,0,0,0,0,0,2005
Shawn Kuykendall,DC,4,2,0,0,0,0,0,0,2005
Eric Quill,DAL,6,2,0,0,0,0,0,0,2005
Ty Maurin,DAL,4,3,0,0,0,0,0,0,2005
Diego Walsh,KC,4,1,0,0,0,0,0,0,2005
Devin Barclay,CLB,6,1,0,0,0,0,0,0,2005
Jamie Holmes,NE,6,1,0,0,0,0,0,0,2005
Lucio Filomeno,DC,6,1,0,0,0,0,0,0,2005
Matt Nickell,DC,6,4,0,0,0,0,0,0,2005
Ricardo Phillips,NE,5,4,0,0,0,0,0,0,2005
Luke Vercollone,NE,4,3,0,0,0,0,0,0,2005
Gilberto Flores,MET,4,3,0,0,0,0,0,0,2005
Justin Detter,KC,6,4,0,0,0,0,0,0,2005
Jermaine Hue,KC,4,3,1,0,0,0,0,0,2005
Cassio,NE,4,3,2,0,0,0,0,0,2005
Khari Stephenson,KC,4,6,1,0,0,0,0,0,2005
Ryan Latham,NE,6,6,1,0,0,0,0,0,2005
Nana Kuffour,DC,6,3,2,0,0,0,0,0,2005
Connally Edozien,NE,5,9,1,0,0,0,0,0,2005
Stephen Armstrong,CLB,4,7,2,0,0,0,0,0,2005
Scott Buete,CHI,4,8,4,0,0,0,0,0,2005
John Thorrington,CHI,4,8,4,0,0,0,0,0,2005
Domenic Mediate,CLB,4,11,4,0,0,0,0,0,2005
Daniel Hernandez,NE,4,7,7,0,0,0,0,0,2005
Mark Wilson,DAL,4,8,7,0,0,0,0,0,2005
Abe Thompson,DAL,6,18,6,0,0,0,0,0,2005
Eric Vasquez,CLB,4,11,8,0,0,0,0,0,2005
Jack Jewsbury,KC,4,29,6,0,0,0,0,0,2005
Mario Rodriguez,CLB,4,19,15,0,0,0,0,0,2005
Sergio Galvan Rey,MET,6,27,16,0,0,0,0,0,2005
Brad Davis,HOU,4,28,24,11,3,8,3,0.49,2006
Ronnie O'Brien,DAL,4,27,26,11,4,3,8,0.42,2006
Christian Gomez,DC,4,30,28,11,4,8,3,0.42,2006
Jaime Moreno,DC,6,32,31,10,3,6,4,0.33,2006
Andy Dorman,NE,4,32,32,10,2,4,6,0.32,2006
Richard Mulrooney,DAL,4,25,23,9,4,5,4,0.39,2006
Ivan Guerrero,CHI,4,29,29,9,2,4,5,0.32,2006
Justin Mapp,CHI,4,26,22,8,3,6,2,0.39,2006
Freddy Adu,DC,6,32,29,8,2,5,3,0.29,2006
Sasha Victorine,KC,4,31,30,8,2,4,4,0.27,2006
Sacha Kljestan,ORL,4,32,31,7,2,4,3,0.24,2006
Alejandro Moreno,HOU,6,30,30,6,2,5,1,0.21,2006
Jose Cancela,NE,4,21,15,5,0,4,1,0.32,2006
Carlos Ruiz,DAL,6,27,25,5,1,4,1,0.21,2006
Amado Guevara,NY,4,28,26,5,0,2,3,0.19,2006
Chris Armas,CHI,4,27,27,5,3,3,2,0.19,2006
Dwayne De Rosario,HOU,4,30,29,5,2,5,0,0.18,2006
Steve Ralston,NE,4,30,30,5,4,3,2,0.17,2006
Taylor Twellman,NE,6,32,32,5,1,2,3,0.16,2006
Ramon Nunez,DAL,4,25,20,4,1,3,1,0.22,2006
Youri Djorkaeff,NY,5,21,21,4,1,3,1,0.2,2006
Clint Dempsey,NE,5,21,21,4,2,2,2,0.19,2006
Kenny Cooper,DAL,6,31,29,4,1,1,3,0.15,2006
Eddie Gaven,CLB,4,30,30,4,0,2,2,0.14,2006
Davy Arnaud,KC,4,32,30,4,0,3,1,0.13,2006
Ben Olsen,DC,4,20,18,3,1,2,1,0.18,2006
Jack Jewsbury,KC,4,28,19,3,2,2,1,0.15,2006
Edson Buddle,NY,6,28,24,3,1,0,3,0.13,2006
Ricardo Clark,CLB,4,31,31,3,0,2,1,0.1,2006
Brian Carroll,DC,4,31,31,3,1,0,3,0.1,2006
Dave van den Bergh,KC,4,13,13,2,0,2,0,0.18,2006
Jacob Thomas,CLB,6,19,13,2,0,2,0,0.17,2006
Matt Groenwald,KC,4,19,16,2,1,1,1,0.15,2006
John Wolyniec,CLB,6,22,17,2,1,2,0,0.13,2006
Alecko Eskandarian,DC,6,22,16,2,0,1,1,0.12,2006
Joseph Ngwenya,CLB,6,22,18,2,1,0,2,0.12,2006
Josh Wolff,KC,6,19,18,2,0,2,0,0.11,2006
Jason Garey,CLB,6,25,18,2,0,1,1,0.11,2006
Brian Ching,HOU,6,21,20,2,1,2,0,0.1,2006
Nate Jaqua,CHI,6,28,22,2,1,1,1,0.09,2006
Thiago,CHI,4,27,25,2,0,0,2,0.08,2006
Bobby Rhine,DAL,4,30,30,2,2,2,0,0.07,2006
Jerrod Laventure,NY,6,5,0,1,0,0,1,1.32,2006
Danny Szetela,CLB,4,4,3,1,0,0,1,0.38,2006
Ryan Coiner,CLB,6,6,4,1,0,1,0,0.32,2006
Kyle Brown,NE,6,12,2,1,0,0,1,0.31,2006
Paul Dalglish,HOU,6,6,3,1,1,1,0,0.29,2006
Jamil Walker,DC,5,19,3,1,0,1,0,0.22,2006
Lucio Filomeno,DC,6,11,5,1,0,0,1,0.21,2006
Calen Carr,CHI,6,22,3,1,0,1,0,0.18,2006
Brian Plotkin,CHI,4,14,4,1,1,1,0,0.17,2006
Arturo Alvarez,DAL,4,19,6,1,1,0,1,0.16,2006
Mark Wilson,DAL,4,12,7,1,0,0,1,0.15,2006
Ronald Cerritos,HOU,6,15,7,1,0,0,1,0.14,2006
Ned Grabavoy,CLB,4,17,5,1,1,0,1,0.12,2006
Chad Barrett,CHI,6,16,9,1,0,0,1,0.12,2006
Roberto Mina,DAL,6,16,9,1,0,0,1,0.1,2006
Mike Magee,NY,4,17,9,1,0,1,0,0.1,2006
Kyle Martino,CLB,4,15,10,1,0,0,1,0.09,2006
Dema Kovalenko,NY,4,12,12,1,0,0,1,0.08,2006
Sebastian Rozental,CLB,6,20,15,1,0,0,1,0.07,2006
Clyde Simms,DC,4,24,14,1,1,1,0,0.07,2006
Andy Herron,CHI,6,20,18,1,0,1,0,0.06,2006
Eddie Johnson,KC,6,19,18,1,0,1,0,0.06,2006
Joe Franchino,NE,4,21,19,1,0,1,0,0.06,2006
Chris Rolfe,CHI,6,21,21,1,0,0,1,0.06,2006
Jose Retiz,CLB,4,22,21,1,0,0,1,0.05,2006
Scott Sealy,KC,6,29,20,1,0,1,0,0.05,2006
Logan Pause,CHI,4,25,19,1,0,0,1,0.05,2006
Jeff Larentowicz,ATL,4,26,19,1,0,0,1,0.05,2006
Kerry Zavagnin,KC,4,25,23,1,0,1,0,0.04,2006
Chris Henderson,NY,4,32,29,1,0,1,0,0.04,2006
Shalrie Joseph,NE,4,26,26,1,0,1,0,0.04,2006
Simo Valakari,DAL,4,31,30,1,0,1,0,0.03,2006
Arsene Oka,NE,4,0,0,0,0,0,0,0,2006
Ryan McMahen,KC,4,0,0,0,0,0,0,0,2006
Miguel Gonzalez,NE,4,0,0,0,0,0,0,0,2006
Mpho Moloi,HOU,4,0,0,0,0,0,0,0,2006
David Arvizu,NY,6,0,0,0,0,0,0,0,2006
Duke Hashimoto,CLB,6,0,0,0,0,0,0,0,2006
Ivan Becerra,CLB,6,0,0,0,0,0,0,0,2006
Craig Capano,CHI,4,0,0,0,0,0,0,0,2006
Dayton O'Brien,CLB,4,0,0,0,0,0,0,0,2006
Adam Ruud,CHI,4,0,0,0,0,0,0,0,2006
Alex Smith,DAL,6,0,0,0,0,0,0,0,2006
Adam Williamson,NE,4,0,0,0,0,0,0,0,2006
Marcus Storey,HOU,5,0,0,0,0,0,0,0,2006
Mario Torres,DAL,4,0,0,0,0,0,0,0,2006
Shawn Kuykendall,NY,4,0,0,0,0,0,0,0,2006
Aaron Lanes,HOU,4,0,0,0,0,0,0,0,2006
Ryan Latham,NE,6,0,0,0,0,0,0,0,2006
Andy Metcalf,DC,4,0,0,0,0,0,0,0,2006
Miguel Guante,DAL,4,0,0,0,0,0,0,0,2006
Leandro de Oliveira,NE,4,0,0,0,0,0,0,0,2006
Justin Moose,DC,4,1,0,0,0,0,0,0,2006
Will John,KC,5,1,0,0,0,0,0,0,2006
John Thorrington,CHI,4,2,0,0,0,0,0,0,2006
Dax McCarty,CHI,4,2,0,0,0,0,0,0,2006
Matt Nickell,DC,6,3,0,0,0,0,0,0,2006
Elie Ikangu,NY,4,2,0,0,0,0,0,0,2006
Sergei Raad,KC,4,1,0,0,0,0,0,0,2006
Robert Ssejjemba,DC,6,1,0,0,0,0,0,0,2006
Pascal Bedrossian,CHI,6,1,0,0,0,0,0,0,2006
Blake Camp,NY,4,3,0,0,0,0,0,0,2006
Jani Galik,NE,4,2,1,0,0,0,0,0,2006
Jermaine Hue,KC,4,2,1,0,0,0,0,0,2006
Marshall Leonard,NE,4,1,0,0,0,0,0,0,2006
Jordan Cila,NY,5,4,0,0,0,0,0,0,2006
Julian Nash,HOU,6,6,0,0,0,0,0,0,2006
Jose Manuel Abundis,NE,6,2,2,0,0,0,0,0,2006
Floyd Franks,CHI,4,9,0,0,0,0,0,0,2006
Justin Moore,DAL,4,2,1,0,0,0,0,0,2006
Ryan Johnson,CHI,6,10,1,0,0,0,0,0,2006
Willie Sims,NE,6,9,2,0,0,0,0,0,2006
Yura Movsisyan,KC,6,10,1,0,0,0,0,0,2006
Domenic Mediate,DC,4,8,2,0,0,0,0,0,2006
Peter Canero,NY,4,9,2,0,0,0,0,0,2006
Joe Vide,NY,4,7,2,0,0,0,0,0,2006
Rod Dyachenko,DC,4,9,4,0,0,0,0,0,2006
Jozy Altidore,TOR,6,7,3,0,0,0,0,0,2006
Leonard Bisaku,CLB,4,7,4,0,0,0,0,0,2006
Khano Smith,NE,4,10,2,0,0,0,0,0,2006
Stuart Holden,HOU,4,13,3,0,0,0,0,0,2006
Knox Cameron,CLB,6,10,3,0,0,0,0,0,2006
Dominic Oduro,DAL,4,16,3,0,0,0,0,0,2006
Daniel Hernandez,NE,4,7,5,0,0,0,0,0,2006
Eric Vasquez,CLB,4,12,4,0,0,0,0,0,2006
Matias Donnet,DC,4,8,7,0,0,0,0,0,2006
Ryan Pore,KC,4,19,4,0,0,0,0,0,2006
Ricardo Virtuoso,CLB,6,10,7,0,0,0,0,0,2006
Santino Quaranta,DC,5,16,10,0,0,0,0,0,2006
Marcelo Saragosa,DAL,4,17,13,0,0,0,0,0,2006
Steve Ralston,NE,4,26,26,14,2,9,5,0.54,2007
Sacha Kljestan,ORL,4,25,25,13,3,8,5,0.54,2007
Guillermo Barros Schelotto,CLB,6,22,19,11,1,3,8,0.62,2007
Christian Gomez,DC,4,27,27,9,5,7,2,0.36,2007
Davy Arnaud,KC,4,28,28,9,2,4,5,0.33,2007
Fred,DC,4,26,23,8,3,6,2,0.34,2007
Dave van den Bergh,NY,4,29,26,8,1,3,5,0.32,2007
Cuauhtemoc Blanco,CHI,4,14,14,7,2,4,3,0.51,2007
Dax McCarty,CHI,4,25,18,7,2,4,3,0.39,2007
Ben Olsen,DC,4,24,21,7,2,6,1,0.33,2007
Eddie Gaven,CLB,4,27,21,7,1,0,7,0.33,2007
Sasha Victorine,KC,4,29,24,7,2,4,3,0.3,2007
Alejandro Moreno,CLB,6,29,27,7,1,4,3,0.27,2007
Jaime Moreno,DC,6,21,15,6,1,5,1,0.38,2007
Eddie Johnson,KC,6,24,24,6,2,3,3,0.25,2007
Khano Smith,NE,4,29,26,6,3,4,2,0.24,2007
Dane Richards,NY,4,28,27,6,3,6,0,0.23,2007
Carlos Marinelli,KC,4,26,19,5,1,2,3,0.27,2007
Juan Pablo Angel,NY,6,24,24,5,2,3,2,0.21,2007
Shalrie Joseph,NE,4,27,27,5,4,2,3,0.19,2007
Richard Mulrooney,HOU,4,30,27,5,2,2,3,0.18,2007
Ronnie O'Brien,TOR,4,13,13,4,2,3,1,0.32,2007
Abe Thompson,DAL,6,24,15,4,1,1,3,0.29,2007
Jozy Altidore,TOR,6,22,15,4,2,2,2,0.26,2007
Adam Cristman,NE,6,28,14,4,1,3,1,0.25,2007
Pat Noonan,NE,6,27,21,4,1,3,1,0.21,2007
Brian Carroll,DC,4,28,19,4,1,3,1,0.2,2007
Dwayne De Rosario,HOU,4,24,22,4,1,3,1,0.18,2007
Carl Robinson,TOR,4,26,26,4,0,4,0,0.15,2007
Joseph Ngwenya,CLB,6,30,30,4,0,3,1,0.15,2007
Jeff Larentowicz,ATL,4,28,28,4,1,3,1,0.15,2007
Brad Davis,HOU,4,17,16,3,1,1,2,0.21,2007
Andy Welsh,TOR,4,20,16,3,1,3,0,0.2,2007
Chris Rolfe,CHI,6,19,18,3,1,2,1,0.19,2007
Clyde Simms,DC,4,25,16,3,2,1,2,0.18,2007
Ricardo Clark,CLB,4,19,18,3,3,1,2,0.17,2007
Claudio Reyna,NY,4,21,21,3,1,1,2,0.16,2007
Arturo Alvarez,DAL,4,27,21,3,1,1,2,0.14,2007
Ned Grabavoy,CLB,4,26,24,3,1,1,2,0.13,2007
Taylor Twellman,NE,6,26,25,3,1,2,1,0.12,2007
Jack Jewsbury,KC,4,28,27,3,0,0,3,0.12,2007
Nicholas Addlery,DC,6,11,4,2,1,1,1,0.4,2007
Guy-Roland Kpene,DC,6,15,8,2,0,1,1,0.29,2007
Andy Herron,CLB,6,18,10,2,1,2,0,0.23,2007
Marcelo Saragosa,DAL,4,13,10,2,1,1,1,0.23,2007
John Wolyniec,NY,6,21,13,2,1,1,1,0.17,2007
Kenny Cooper,DAL,6,14,12,2,0,1,1,0.17,2007
Calen Carr,CHI,6,27,10,2,1,1,1,0.16,2007
Dominic Oduro,DAL,4,29,10,2,0,0,2,0.15,2007
Scott Sealy,KC,6,18,15,2,0,0,2,0.15,2007
Ivan Guerrero,CHI,4,19,16,2,1,1,1,0.12,2007
Brian Ching,HOU,6,20,17,2,0,0,2,0.11,2007
Stefani Miglioranzi,CLB,4,23,17,2,1,1,1,0.11,2007
Carlos Ruiz,DAL,6,22,19,2,0,0,2,0.1,2007
Clint Mathis,NY,4,26,19,2,1,2,0,0.1,2007
Nate Jaqua,HOU,6,25,19,2,0,1,1,0.1,2007
Chad Barrett,CHI,6,30,25,2,0,2,0,0.09,2007
Chris Armas,CHI,4,25,24,2,0,1,1,0.08,2007
Andy Dorman,NE,4,30,27,2,0,1,1,0.08,2007
Kerry Zavagnin,KC,4,29,29,2,0,1,1,0.07,2007
Kasali Yinka Casal,DC,4,4,0,1,0,0,1,0.87,2007
Sinisa Ubiparipovic,NY,5,12,0,1,0,1,0,0.39,2007
Ricardinho,DAL,6,8,3,1,1,0,1,0.32,2007
Eloy Colombano,KC,5,10,1,1,1,1,0,0.29,2007
Willian Oliveira,CHI,4,8,4,1,0,1,0,0.24,2007
Francis Doe,NY,6,8,4,1,0,1,0,0.21,2007
Ricardo Virtuoso,CLB,6,8,5,1,0,1,0,0.2,2007
Thiago,CHI,4,13,5,1,0,1,0,0.16,2007
Andrea Lombardo,TOR,6,16,6,1,0,1,0,0.12,2007
Justin Mapp,CHI,4,13,10,1,1,1,0,0.11,2007
Danny Dichio,TOR,6,17,14,1,0,0,1,0.08,2007
Dema Kovalenko,NY,4,19,15,1,0,0,1,0.07,2007
Maurice Edu,TOR,4,25,25,1,0,1,0,0.04,2007
Juan Toja,DAL,4,27,27,1,0,1,0,0.04,2007
Luciano Emilio,DC,6,29,28,1,1,1,0,0.04,2007
Marshall Leonard,NE,4,0,0,0,0,0,0,0,2007
Roberto Mina,DAL,6,0,0,0,0,0,0,0,2007
Abdus Ibrahim,DAL,6,0,0,0,0,0,0,0,2007
Randi Patterson,NY,6,0,0,0,0,0,0,0,2007
David Guzman,TOR,4,0,0,0,0,0,0,0,2007
Rich Asante,TOR,4,0,0,0,0,0,0,0,2007
Tommy Krizanovic,DAL,6,0,0,0,0,0,0,0,2007
Scott Jones,DAL,4,0,0,0,0,0,0,0,2007
Mike Sambursky,HOU,6,0,0,0,0,0,0,0,2007
Julian Nash,HOU,6,0,0,0,0,0,0,0,2007
John Michael Hayden,HOU,4,0,0,0,0,0,0,0,2007
Mpho Moloi,HOU,4,0,0,0,0,0,0,0,2007
Erik Ustruck,HOU,6,0,0,0,0,0,0,0,2007
Nick Hatzke,HOU,4,0,0,0,0,0,0,0,2007
Chris Loftus,NE,6,0,0,0,0,0,0,0,2007
Ryan Solle,NE,4,0,0,0,0,0,0,0,2007
Blake Camp,NY,4,0,0,0,0,0,0,0,2007
Miguel Gonzalez,NE,4,0,0,0,0,0,0,0,2007
Edson Elcock,KC,5,0,0,0,0,0,0,0,2007
Matt Groenwald,KC,4,0,0,0,0,0,0,0,2007
Michael Kraus,KC,5,0,0,0,0,0,0,0,2007
Willy Guadarrama,KC,6,0,0,0,0,0,0,0,2007
Willie Sims,NE,6,0,0,0,0,0,0,0,2007
Jamil Walker,DC,5,0,0,0,0,0,0,0,2007
Kiki Willis,DC,4,0,0,0,0,0,0,0,2007
Ryan McMahen,KC,4,0,0,0,0,0,0,0,2007
A.J. Godbolt,KC,4,0,0,0,0,0,0,0,2007
Aaron Chandler,CLB,5,0,0,0,0,0,0,0,2007
Bryan Arguez,DC,4,0,0,0,0,0,0,0,2007
Brad North,DC,6,0,0,0,0,0,0,0,2007
Mira Mupier,DC,6,0,0,0,0,0,0,0,2007
Cristian Nunez,TOR,4,0,0,0,0,0,0,0,2007
Daniel Hernandez,NE,4,0,0,0,0,0,0,0,2007
Sebastian Botero,DAL,4,0,0,0,0,0,0,0,2007
Sandy Gbandi,DAL,4,0,0,0,0,0,0,0,2007
A.J. Gray,TOR,4,0,0,0,0,0,0,0,2007
Kenneth Hoerner,HOU,5,0,0,0,0,0,0,0,2007
Chris Karcz,NY,5,0,0,0,0,0,0,0,2007
Chase Wileman,DAL,4,0,0,0,0,0,0,0,2007
Amir Lowery,KC,4,0,0,0,0,0,0,0,2007
Sal Caccavale,NY,4,1,0,0,0,0,0,0,2007
Luis Tejada,PAN,6,1,0,0,0,0,0,0,2007
Jerrod Laventure,NY,6,1,0,0,0,0,0,0,2007
Abbe Ibrahim,TOR,6,1,0,0,0,0,0,0,2007
Sainey Nyassi,NE,4,1,0,0,0,0,0,0,2007
Elie Ikangu,NY,4,1,0,0,0,0,0,0,2007
Arsene Oka,NE,4,1,0,0,0,0,0,0,2007
Bryan Byrne,NE,4,1,0,0,0,0,0,0,2007
Will John,KC,5,3,0,0,0,0,0,0,2007
John Thorrington,CHI,4,2,0,0,0,0,0,0,2007
Mike Banner,CHI,4,3,0,0,0,0,0,0,2007
Joe Franchino,NE,4,3,0,0,0,0,0,0,2007
Adam Moffat,CLB,4,1,1,0,0,0,0,0,2007
Joey Melo,TOR,4,5,0,0,0,0,0,0,2007
Mike Magee,NY,4,7,0,0,0,0,0,0,2007
Jerson Monteiro,CHI,6,5,1,0,0,0,0,0,2007
Pascal Bedrossian,CHI,6,6,2,0,0,0,0,0,2007
Gary Flood,NE,4,5,2,0,0,0,0,0,2007
Bruno Menezes,CHI,4,3,2,0,0,0,0,0,2007
Gabe Gala,TOR,4,5,3,0,0,0,0,0,2007
Floyd Franks,CHI,4,7,2,0,0,0,0,0,2007
Tyler Hemming,TOR,4,4,2,0,0,0,0,0,2007
Paul Dalglish,HOU,6,5,3,0,0,0,0,0,2007
Justin Moose,DC,4,7,4,0,0,0,0,0,2007
Domenic Mediate,DC,4,10,2,0,0,0,0,0,2007
Rod Dyachenko,DC,4,14,4,0,0,0,0,0,2007
Danny Szetela,CLB,4,6,4,0,0,0,0,0,2007
Jacob Thomas,CLB,6,9,4,0,0,0,0,0,2007
Jason Garey,CLB,6,11,5,0,0,0,0,0,2007
Ryan Pore,KC,4,17,4,0,0,0,0,0,2007
Brian Plotkin,CHI,4,8,5,0,0,0,0,0,2007
Denilson,DAL,4,8,7,0,0,0,0,0,2007
Bobby Rhine,DAL,4,19,7,0,0,0,0,0,2007
Kurt Morsink,KC,4,21,10,0,0,0,0,0,2007
Paulo Wanchope,CHI,6,12,10,0,0,0,0,0,2007
Yura Movsisyan,KC,6,23,9,0,0,0,0,0,2007
Joe Vide,NY,4,16,13,0,0,0,0,0,2007
Collin Samuel,TOR,6,18,18,0,0,0,0,0,2007
Logan Pause,CHI,4,23,21,0,0,0,0,0,2007
