ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A.90min,Timestamp
Ubusuku Abukusumo,CLB,2,1,0,0,0,0,0,0,1997
Marco Rizi,MET,2,1,0,0,0,0,0,0,1997
John Diffley,KC,2,6,2,0,0,0,0,0,1997
Matt Knowles,MET,2,4,2,0,0,0,0,0,1997
Brian Dunseth,NE,2,5,1,0,0,0,0,0,1997
Richard Farrer,DAL,2,8,6,0,0,0,0,0,1997
Joao Luiz,MET,2,7,7,0,0,0,0,0,1997
Mario Gori,DC,2,8,8,0,0,0,0,0,1997
John DeBrito,KC,2,10,8,0,0,0,0,0,1997
Jeff Zaun,MET,2,10,6,0,0,0,0,0,1997
Clint Peay,DC,2,13,8,0,0,0,0,0,1997
Eric Dade,DAL,2,15,14,0,0,0,0,0,1997
Joey Martinez,DAL,2,19,19,0,0,0,0,0,1997
Carlos Llamosa,DC,2,25,20,0,0,0,0,0,1997
Ansil Elcock,CLB,2,26,21,0,0,0,0,0,1997
Leonardo Squadrone,NE,2,23,23,0,0,0,0,0,1997
Sean Bowers,KC,2,26,24,0,0,0,0,0,1997
Steve Pittman,KC,2,26,23,0,0,0,0,0,1997
Mike Duhaney,TB,2,27,25,0,0,0,0,0,1997
Frank Yallop,TB,2,27,27,0,0,0,0,0,1997
Francis Okaroh,NE,2,29,29,0,0,0,0,0,1997
Clint Peay,DC,2,6,5,1,1,1,0,0.23,1998
Rhett Harty,MET,2,7,6,1,0,0,1,0.17,1998
John Maessner,MIA,3,27,15,1,0,1,0,0.06,1998
Frankie Hejduk,TB,2,18,18,1,0,0,1,0.06,1998
Arley Palacios,MET,2,24,23,1,0,1,0,0.05,1998
Mike Petke,MET,2,27,25,1,0,1,0,0.04,1998
Ivan McKinley,NE,3,28,28,1,0,1,0,0.04,1998
Jan Eriksson,TB,2,29,28,1,1,1,0,0.04,1998
Wade Webber,MIA,2,28,28,1,0,1,0,0.04,1998
Sean Bowers,KC,2,29,29,1,0,0,1,0.04,1998
Frank Yallop,TB,2,32,29,1,0,1,0,0.03,1998
Kevin Coye,NE,2,0,0,0,0,0,0,0,1998
Chuck Codd,CHI,2,0,0,0,0,0,0,0,1998
Zion Renfrum,DAL,2,0,0,0,0,0,0,0,1998
Andrew Restrepo,DAL,2,0,0,0,0,0,0,0,1998
Michael Richardson,CHI,2,1,0,0,0,0,0,0,1998
Chris Brown,DAL,2,1,0,0,0,0,0,0,1998
Danny Care,DC,2,1,1,0,0,0,0,0,1998
R.T. Moore,TB,2,2,0,0,0,0,0,0,1998
Curt Onalfo,DC,2,3,0,0,0,0,0,0,1998
Brian Bliss,KC,2,3,1,0,0,0,0,0,1998
Cristian da Silva,MET,2,3,3,0,0,0,0,0,1998
John DeBrito,KC,2,9,3,0,0,0,0,0,1998
Ubusuku Abukusumo,CLB,2,7,3,0,0,0,0,0,1998
Jeff Zaun,MET,2,4,4,0,0,0,0,0,1998
Joey Martinez,MIA,2,6,6,0,0,0,0,0,1998
Dahir Mohammed,NE,2,7,4,0,0,0,0,0,1998
Chad McCarty,TB,2,6,6,0,0,0,0,0,1998
Matt Knowles,MET,2,7,7,0,0,0,0,0,1998
Mike Lapper,CLB,2,7,7,0,0,0,0,0,1998
Adam Frye,TB,2,10,8,0,0,0,0,0,1998
Mark Semioli,MET,2,10,10,0,0,0,0,0,1998
Mario Gori,DC,2,17,9,0,0,0,0,0,1998
Cle Kooiman,MIA,2,14,14,0,0,0,0,0,1998
Eric Dade,DAL,2,20,15,0,0,0,0,0,1998
Brian Dunseth,NE,2,18,15,0,0,0,0,0,1998
Carlos Llamosa,DC,2,18,18,0,0,0,0,0,1998
Tom Soehn,CHI,2,20,17,0,0,0,0,0,1998
Eddie Pope,DC,2,20,20,0,0,0,0,0,1998
