ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A.90min,Timestamp
Drew Helm,CHV,6,8,1,0,0,0,0,0,2006
Michael Enfield,LA,5,5,1,0,0,0,0,0,2006
Matt Crawford,COL,4,2,2,0,0,0,0,0,2006
Jafet Soto,RSL,4,8,1,0,0,0,0,0,2006
Chris Wondolowski,SJ,6,6,4,0,0,0,0,0,2006
Alain Nkong,COL,4,5,2,0,0,0,0,0,2006
Cornell Glen,COL,6,5,3,0,0,0,0,0,2006
Nikolas Besagno,RSL,4,4,2,0,0,0,0,0,2006
Chris Brown,RSL,5,9,3,0,0,0,0,0,2006
Colin Clark,COL,4,7,3,0,0,0,0,0,2006
Fabrice Noel,COL,6,9,3,0,0,0,0,0,2006
Kenny Cutler,RSL,4,15,11,0,0,0,0,0,2006
Kei Kamara,COL,6,19,9,0,0,0,0,0,2006
Douglas Sequeira,RSL,4,18,13,0,0,0,0,0,2006
Nathan Sturgis,LA,4,15,15,0,0,0,0,0,2006
Pablo Mastroeni,COL,4,20,20,0,0,0,0,0,2006
Landon Donovan,LA,5,25,24,13,3,10,3,0.53,2007
Ante Razov,CHV,6,26,24,8,4,5,3,0.35,2007
Terry Cooke,COL,4,29,28,7,2,4,3,0.28,2007
Cobi Jones,LA,4,25,19,5,3,4,1,0.27,2007
Peter Vagenas,LA,4,24,20,5,1,5,0,0.25,2007
Maykel Galindo,CHV,6,28,24,5,3,3,2,0.22,2007
Jesse Marsch,CHV,4,28,28,4,1,2,2,0.15,2007
Francisco Mendoza,CHV,4,28,27,4,0,2,2,0.15,2007
Chris Klein,LA,4,32,32,4,1,4,0,0.13,2007
Alecko Eskandarian,RSL,6,23,23,3,2,2,1,0.14,2007
Kyle Beckerman,RSL,4,28,27,3,2,2,1,0.11,2007
David Beckham,LA,4,5,2,2,0,0,2,0.71,2007
Javier Morales,RSL,4,7,5,2,0,1,1,0.49,2007
Fabian Espindola,RSL,6,12,8,2,0,1,1,0.3,2007
Laurent Merlin,CHV,6,22,7,2,0,0,2,0.22,2007
Freddy Adu,RSL,6,11,10,2,0,1,1,0.2,2007
Edson Buddle,LA,6,26,15,2,1,2,0,0.14,2007
Colin Clark,COL,4,16,16,2,0,1,1,0.14,2007
HŽrculez G—mez,COL,6,20,16,2,1,0,2,0.12,2007
Mehdi Ballouchy,COL,4,23,22,2,1,1,1,0.1,2007
Paulo Nagamura,CHV,4,26,24,2,0,1,1,0.08,2007
Rodrigo L—pez,CHV,4,5,0,1,0,1,0,1.45,2007
Chris Wondolowski,SJ,6,16,3,1,0,1,0,0.29,2007
John Cunliffe,CHV,6,15,5,1,0,1,0,0.18,2007
Josh Tudela,LA,4,9,9,1,1,1,0,0.12,2007
Nicolas Hernandez,COL,6,21,17,1,0,1,0,0.06,2007
Jeff Cunningham,RSL,6,23,20,1,0,0,1,0.06,2007
Pablo Mastroeni,COL,4,23,21,1,1,1,0,0.05,2007
Kyle Martino,LA,4,26,25,1,1,1,0,0.05,2007
Jovan Kirovski,COL,5,28,28,1,1,1,0,0.04,2007
John DiRaimondo,COL,4,0,0,0,0,0,0,0,2007
Yherland McDonald,COL,4,0,0,0,0,0,0,0,2007
David Arvizu,CHV,6,0,0,0,0,0,0,0,2007
Jeff Rowland,RSL,6,0,0,0,0,0,0,0,2007
Steven Curfman,RSL,4,0,0,0,0,0,0,0,2007
Christian Jimenez,RSL,4,0,0,0,0,0,0,0,2007
Joey Worthen,RSL,5,0,0,0,0,0,0,0,2007
Duke Hashimoto,RSL,6,0,0,0,0,0,0,0,2007
Mohammed Sethi,CHV,4,0,0,0,0,0,0,0,2007
Israel Sesay,LA,6,1,0,0,0,0,0,0,2007
Erasmo Solorzano,CHV,4,1,0,0,0,0,0,0,2007
Anthony Hamilton,CHV,6,2,0,0,0,0,0,0,2007
Kenny Cutler,RSL,4,2,0,0,0,0,0,0,2007
Mike Caso,LA,6,1,1,0,0,0,0,0,2007
Daniel Osorno,COL,4,3,0,0,0,0,0,0,2007
Nico Colaluca,COL,4,4,0,0,0,0,0,0,2007
Nick LaBrocca,COL,4,2,1,0,0,0,0,0,2007
Nikolas Besagno,RSL,4,2,1,0,0,0,0,0,2007
Matt Taylor,CHV,6,11,0,0,0,0,0,0,2007
Omar Cummings,COL,6,11,0,0,0,0,0,0,2007
Jamie Watson,RSL,4,9,0,0,0,0,0,0,2007
Santino Quaranta,LA,5,9,3,0,0,0,0,0,2007
Kyle Brown,RSL,6,8,3,0,0,0,0,0,2007
Amado Guevara,CHV,4,4,4,0,0,0,0,0,2007
Jason Kreis,RSL,4,4,4,0,0,0,0,0,2007
Quavas Kirk,LA,6,11,5,0,0,0,0,0,2007
Kei Kamara,COL,6,17,4,0,0,0,0,0,2007
Jose Cancela,COL,4,11,5,0,0,0,0,0,2007
Roberto Brown,COL,6,13,8,0,0,0,0,0,2007
Gavin Glinton,LA,6,19,3,0,0,0,0,0,2007
Alan Gordon,LA,6,14,11,0,0,0,0,0,2007
Carlos Pavon,LA,6,18,10,0,0,0,0,0,2007
Chris Brown,RSL,5,22,12,0,0,0,0,0,2007
Jacob Peterson,COL,6,24,10,0,0,0,0,0,2007
Nathan Sturgis,LA,4,14,13,0,0,0,0,0,2007
Kevin Harmse,LA,4,17,13,0,0,0,0,0,2007
Robbie Findley,LA,6,25,14,0,0,0,0,0,2007
